V_fci V_hf C_fci C_hf b c E_dec E_bo K_en K_overlap
8.333893721759116913e-02 1.666666051389309178e-01 3.808432083665824491e-06 9.663539488366635179e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328149594002062e+00 -1.866330897447691539e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.334194004995837401e-02 1.666666055556064174e-01 5.050559307359968949e-06 9.671009718101121260e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393022232e+00 -1.866320866814601853e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084594368296732725e-02 1.666666666666667129e-01 5.776666500673982555e-06 5.263354084916974530e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393019345e+00 -1.866321225685567020e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.334194023717667044e-02 1.666666052787100782e-01 5.050452741467021523e-06 9.671002799866031639e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393034222e+00 -1.866320878291044094e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.334194020530250047e-02 1.666666053119822133e-01 5.050438811446565333e-06 9.671003443473596885e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393020456e+00 -1.866320874588872858e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084594324810640220e-02 1.666666666666666297e-01 5.776939049592105886e-06 5.263124699780231041e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393019790e+00 -1.866321230413924948e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084594372457093669e-02 1.666666666666667407e-01 5.776820328775941844e-06 5.263393690219801994e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393020234e+00 -1.866321224310741433e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084073908116085283e-02 8.347622436251048161e-02 3.357281304286936615e-06 1.636361204741209035e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328660705855347e+00 -1.866330055942519772e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084073874470770971e-02 8.347613790724880967e-02 3.357171900159000732e-06 1.636366838781004606e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328660989361010e+00 -1.866330031169134651e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.333893737463882179e-02 1.666666050488147810e-01 3.808649499687090188e-06 9.663536290639791661e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328148704377909e+00 -1.866330881526005125e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.334194038112519021e-02 1.666666052191192460e-01 5.050520599067953264e-06 9.671002206938549353e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393023120e+00 -1.866320839182461278e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084073889979598526e-02 8.347613646501030049e-02 3.357372602547219033e-06 1.636404155421017034e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328659756235631e+00 -1.866329989369241771e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.333893729781688409e-02 1.666666053761609589e-01 3.808526896132632853e-06 9.663551496657283918e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328149054686580e+00 -1.866330937611630159e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084073863465163434e-02 8.347610466610369540e-02 3.357132794017477853e-06 1.636366488193303104e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328661123081156e+00 -1.866330025657346292e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.421113100785742489e-05 1.666666666666667407e-01 5.876793892390746119e-06 5.710655615870277913e-06 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393020678e+00 -1.866319632393021344e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084073859812968221e-02 8.347605489932727330e-02 3.357128091112796786e-06 1.636356441112694221e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328661140287837e+00 -1.866330027669098612e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084594397258188181e-02 1.666666666666666852e-01 5.776830634743687580e-06 5.263495827152201096e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393020012e+00 -1.866321253269501712e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.666666666594651403e-01 1.666665437996829036e-01 2.982217016089315290e-06 1.927744321368117563e-03 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328149488748700e+00 -1.866331224140622691e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084594386513605180e-02 1.666666666666667684e-01 5.776760601408058993e-06 5.263333303786003762e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393020456e+00 -1.866321202124824996e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.334194064266975399e-02 1.666666049606819189e-01 5.050698035956336145e-06 9.670996895660340662e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393019345e+00 -1.866320903135018527e+00 1.000000000000000000e+00 1.000000000000000000e+00
