V_fci V_hf C_fci C_hf b c E_dec E_bo K_en K_overlap
8.333893993280294676e-02 1.666666020211032828e-01 3.821122214708594773e-06 9.663462168138568873e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328104431533186e+00 -1.866330354398889613e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.421447619931459627e-05 1.666666666666666297e-01 5.879221789975982408e-06 5.706322889676721115e-06 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393019123e+00 -1.866319632393018235e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084124479582682987e-02 8.345186075058946829e-02 3.768518141120709876e-06 1.634882923363821972e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326171055082250e+00 -1.866327302260754495e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084539408746177713e-02 1.666666666666668239e-01 6.099606515395988784e-06 5.258588816998782884e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393018457e+00 -1.866319632393018679e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084125866689251483e-02 8.345162506411470116e-02 3.779421263472954319e-06 1.634884105955576258e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326106938537732e+00 -1.866327278203365081e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084542846107073633e-02 1.666666666666667962e-01 6.078118937547275467e-06 5.258584675485835410e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393018013e+00 -1.866319632393017125e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084542054924154453e-02 1.666666666666666852e-01 6.083866484222232084e-06 5.258586652508992140e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393019345e+00 -1.866319632393018457e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084124400758241569e-02 8.345187961761835194e-02 3.767890092809456040e-06 1.634882888008463736e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326175028831802e+00 -1.866327305722381702e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084124467195097585e-02 8.345185414326507234e-02 3.768425121405660343e-06 1.634882903554671450e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326171586047744e+00 -1.866327298633402298e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084124290478067687e-02 8.345186152162724358e-02 3.766965118854025191e-06 1.634883359338966033e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326180187088513e+00 -1.866327288790951000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084126304359928961e-02 8.345145816354820889e-02 3.781842391651425173e-06 1.634888169105512123e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326094901884947e+00 -1.866327203582213157e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084121873464184205e-02 8.345247032366026607e-02 3.747765224694970192e-06 1.634884045495850111e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326296944769148e+00 -1.866327410832020028e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084124660646896610e-02 8.345176217481740932e-02 3.770010294060108610e-06 1.634884512107605855e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326161843684384e+00 -1.866327269262605171e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084125442163292652e-02 8.345172410688571352e-02 3.775874066463759301e-06 1.634885062962059053e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326128350496383e+00 -1.866327292797160142e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.775180168055005225e-05 1.666666666664734509e-01 2.745704446476236884e-05 3.629593936670635933e-05 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632392996697e+00 -1.866319632392996475e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.084125626292793187e-02 8.345164575003745366e-02 3.777480905502945633e-06 1.634887052081595454e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866326119160188091e+00 -1.866327270405108596e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.666666666589851631e-01 1.666665336769531103e-01 3.041770841651936099e-06 1.927720330277342105e-03 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328032608452148e+00 -1.866330415015272193e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.666666666589824430e-01 1.666665338589112255e-01 3.037211011614463678e-06 1.927719484410700401e-03 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866328039139480310e+00 -1.866330431451258987e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.199591804754371216e-02 2.358721131789261183e-04 2.966405082995336273e-04 3.155793763299497012e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393018457e+00 -1.866329856310513291e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.334194208760059563e-02 1.666666038712855402e-01 5.053315513186214494e-06 9.670988542007704497e-04 9.999999999999998890e-01 -2.000000000000001332e+00 -1.866319632393018457e+00 -1.866320854457844236e+00 1.000000000000000000e+00 1.000000000000000000e+00
